Sales+Ops Demand Supply — Append1 (auto-computed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Group,Item Code,Product Class,Original Forecast,Ops+Sales-Reviewed Forecast Committed,Ops Adjustment (vs Forecast),Actual Sales Demand,"Additional Demand (Punched, Not Committed)",Forecast Accuracy %,Opening Inventory,Actual Production,Stock Adjustment (Added),Stock Adjustment (Deducted),Total Available Inventory,Type (MTS/MTO),Actual Dispatch,Dispatch %,Closing Inventory,Green Level,Free Inventory (Above Green Level),Uncovered Shortfall,Dispatch Gap (Shippable from Stock),Shortfall on Additional Demand (Excluded from Ops),Demand Reduction Adjustment (Sales Pullback),Production-Driven Shortfall,Production Surplus,Excess Opening Stock (Above Demand+Safety),Excess Dispatched,Sales Insight Tag,Sales Narrative,Operations Insight Tag,Operations Narrative,Ops Capacity Gap Narrative,Surplus Production (₹),Excess Opening Stock Value (₹),Build Required,Production Counted,Production-Driven Shortfall (₹),Dispatch Gap (Shippable from Stock) (₹),Shortfall on Additional Demand (₹),Demand Reduction Adjustment (₹),Excess Dispatch Value (₹),Excess Dispatched from Op Stock,Excess Dispatch from Surplus Production,Excess Dispatch from Op Stock Value (₹),Excess Dispatch from Surplus Production Value (₹)
TB-19mm TX,TX M05 B06 80 FG,Regular,1700.0,1700.0,,1700.0,,100%,64.0,525.0,,,589.0,MTO,1000.0,58.8%,-411.0,,,700.0,,,,700.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 59% of committed (1,000 vs 1,700). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 700 units.",Production Shortfall,"Produced 525 units against committed 1,700 units. Shortfall of 1,111 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1636.0,525.0,20391.0,,,,,,,,
TB-19mm TX,TX M05 B06 80 WH,Regular,1000.0,1000.0,,1000.0,,100%,,1050.0,1200.0,1200.0,1050.0,MTO,1200.0,120.0%,-150.0,,,,,,,,50.0,,200.0,Over-Delivered | Forecast Bullseye,"Dispatch 120% of committed (1,200 vs 1,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 200 units.",Over-Production,"Produced 1,050 units against committed 1,000 units. Red flag — produced 50 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1000.0,1000.0,,,,,5826.0,,200.0,,5826.0
TB-19mm TX,TX M05 B06 82 WH,Regular,600.0,600.0,,600.0,,100%,,1500.0,1500.0,1500.0,1500.0,MTO,1250.0,208.3%,250.0,,250.0,,,,,,900.0,,650.0,Over-Delivered | Forecast Bullseye,"Dispatch 208% of committed (1,250 vs 600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 650 units.",Over-Production,"Produced 1,500 units against committed 600 units. Red flag — produced 900 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,600.0,600.0,,,,,18934.5,,650.0,,18934.5
TB 74,TX M05 B06 84 OEM,Regular,,,,,,,1800.0,,,,1800.0,MTO,,,1800.0,,1800.0,,,,,,,1800.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,33692.36,,,,,,,,,,,
TB-19mm TX,TX M05 B06 84 WH,Regular,2000.0,2000.0,,2000.0,,100%,,2525.0,2000.0,2000.0,2525.0,MTS,500.0,25.0%,2025.0,500.0,1525.0,1500.0,1500.0,,,,25.0,,,Short Delivery | Forecast Bullseye,"Dispatch 25% of committed (500 vs 2,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,500 units.",Production Surplus,"Produced 2,525 units against committed 2,000 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,2500.0,2500.0,,43695.0,,,,,,,
TB-19mm TX,TX M05 B06 86 FG,Regular,1800.0,1800.0,,1800.0,,100%,1142.0,7575.0,,,8717.0,MTS,5025.0,279.2%,3692.0,120.0,3572.0,,,,,,6797.0,,3225.0,Over-Delivered | Forecast Bullseye,"Dispatch 279% of committed (5,025 vs 1,800). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 3,225 units.",Excess Inventory,"Produced 7,575 units against committed 1,800 units. Excess build-up of 6,797 units — throttle production.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,115907.41,,778.0,778.0,,,,,93944.25,,3225.0,,93944.25
TB-19mm TX,TX M05 B06 86 WH,Regular,1000.0,1000.0,,1000.0,,100%,,,,,,MTO,500.0,50.0%,-500.0,,,500.0,,,,500.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 50% of committed (500 vs 1,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 500 units.",Production Shortfall,"Produced 0 units against committed 1,000 units. Shortfall of 1,000 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1000.0,,14565.0,,,,,,,,
TB-19mm TX,TX M05 B06 88 (TX),Regular,400.0,400.0,,400.0,,100%,279.0,,,,279.0,MTO,,0.0%,279.0,,279.0,400.0,279.0,,,121.0,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 400 units.,Production Shortfall,Produced 0 units against committed 400 units. Shortfall of 121 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,121.0,,3524.73,8127.27,,,,,,,
TB 74,TX M05 B06 88 AL,Regular,,,,,,,2680.0,,,,2680.0,MTO,,,2680.0,,2680.0,,,,,,,2680.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,49520.4,,,,,,,,,,,
TB-19mm TX,TX M05 B06 88 FG,Regular,,,,,,,,200.0,,,200.0,MTO,175.0,,25.0,,25.0,,,,,,200.0,,175.0,Forecast Bullseye,Dispatch 175 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 175 units.,Over-Production,Produced 200 units against committed 0 units. Red flag — produced 200 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,5097.75,,175.0,,5097.75
TB-19mm TX,TX M05 B06 88 FG1,Regular,1200.0,1200.0,,1200.0,,100%,1469.0,4000.0,,,5469.0,MTO,1950.0,162.5%,3519.0,,3519.0,,,,,,4000.0,269.0,750.0,Over-Delivered | Forecast Bullseye,"Dispatch 162% of committed (1,950 vs 1,200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 750 units.",Over-Production,"Produced 4,000 units against committed 1,200 units. Red flag — produced 4,000 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,68612.76,4614.21,,,,,,,21847.5,269.0,481.0,7835.97,14011.53
TB-19mm TX,TX M05 B06 88 WH,Regular,1000.0,1000.0,,1000.0,,100%,,2175.0,1750.0,1750.0,2175.0,MTO,2250.0,225.0%,-75.0,,,,,,,,1175.0,,1250.0,Over-Delivered | Forecast Bullseye,"Dispatch 225% of committed (2,250 vs 1,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,250 units.",Over-Production,"Produced 2,175 units against committed 1,000 units. Red flag — produced 1,175 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1000.0,1000.0,,,,,36412.5,,1250.0,,36412.5
TB-19mm TX,TX M05 B06 90 FG,Regular,800.0,800.0,,800.0,,100%,62.0,975.0,,,1037.0,MTO,,0.0%,1037.0,,1037.0,800.0,800.0,,,,237.0,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 800 units.,Over-Production,Produced 975 units against committed 800 units. Red flag — produced 237 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,4604.99,,738.0,738.0,,23304.0,,,,,,,
TB 74,TX M05 B06 90 FG1,Regular,400.0,400.0,,400.0,,100%,9.0,,,,9.0,MTO,,0.0%,9.0,,9.0,400.0,9.0,,,391.0,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 400 units.,Production Shortfall,Produced 0 units against committed 400 units. Shortfall of 391 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,391.0,,,,,,,,,,
TB-19mm TX,TX M05 B06 90 FG3,Regular,9400.0,9400.0,,9400.0,,100%,,4050.0,,,4050.0,MTO,4075.0,43.4%,-25.0,,,5325.0,,,,5325.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 43% of committed (4,075 vs 9,400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 5,325 units.",Production Shortfall,"Produced 4,050 units against committed 9,400 units. Shortfall of 5,350 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,9400.0,4050.0,155117.25,,,,,,,,
TB 74 15B25,TX M05 B06 90 FL1,Regular,,,,,,,15.0,,,,15.0,MTO,,,15.0,,15.0,,,,,,,15.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,271.55,,,,,,,,,,,
TB-19mm TX,TX M05 B06 90 OEM,Regular,200.0,200.0,,200.0,,100%,1063.0,320.0,,,1383.0,MTO,,0.0%,1383.0,,1383.0,200.0,200.0,,,,320.0,863.0,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 200 units.,Over-Production,Produced 320 units against committed 200 units. Red flag — produced 320 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,6396.68,17251.04,,,,5826.0,,,,,,,
TB-19mm TX,TX M05 B06 90 WH,Regular,1000.0,1000.0,,1000.0,,100%,,400.0,,,400.0,MTS,800.0,80.0%,-400.0,500.0,,200.0,,,,200.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 80% of committed (800 vs 1,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 200 units.",Production Shortfall | Stock-Out Risk,"Produced 400 units against committed 1,000 units. Shortfall of 600 units — expedite production or procure. Closing -400 units. Green level 500 (-0.8x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1500.0,400.0,5826.0,,,,,,,,
TB-19mm TX,TX M05 B06 92 OEM,Regular,2400.0,2400.0,,2400.0,,100%,200.0,850.0,,,1050.0,MTO,,0.0%,1050.0,,1050.0,2400.0,1050.0,,,1350.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 2,400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 2,400 units.",Production Shortfall,"Produced 850 units against committed 2,400 units. Shortfall of 1,350 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,2200.0,850.0,39325.5,30586.5,,,,,,,
TB 74,TX M05 B06 94 O,Regular,,,,,,,27.0,,,,27.0,MTO,,,27.0,,27.0,,,,,,,27.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,531.13,,,,,,,,,,,
TB-19mm TX,TX M05 B06 94 OEM,Regular,1900.0,1900.0,,1900.0,,100%,2190.0,1700.0,,,3890.0,MTO,,0.0%,3890.0,,3890.0,1900.0,1900.0,,,,1700.0,290.0,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 1,900). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,900 units.",Over-Production,"Produced 1,700 units against committed 1,900 units. Red flag — produced 1,700 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,30382.67,5182.93,,,,55347.0,,,,,,,
TB-19mm TX,TX M05 B06 94 WH,Regular,,,,,,,,1825.0,1500.0,1500.0,1825.0,MTO,1750.0,,75.0,,75.0,,,,,,1825.0,,1750.0,Forecast Bullseye,"Dispatch 1,750 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,750 units.",Over-Production,"Produced 1,825 units against committed 0 units. Red flag — produced 1,825 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,50977.5,,1750.0,,50977.5
TB 74,TX M05 B06 96 FL,Regular,,,,,,,13.0,,,,13.0,MTO,,,13.0,,13.0,,,,,,,13.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,252.32,,,,,,,,,,,
TB-19mm TX,TX M05 B06 96 WH,Regular,,,,,,,,,,,,MTO,1000.0,,-1000.0,,,,,,,,,,1000.0,Forecast Bullseye,"Dispatch 1,000 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,000 units.",Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,29130.0,,1000.0,,29130.0
TB 74,TX M05 B06 98 FL,Regular,200.0,200.0,,200.0,,100%,,,,,,MTO,,0.0%,0.0,,,200.0,,,,200.0,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 200 units.,Production Shortfall,Produced 0 units against committed 200 units. Shortfall of 200 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,200.0,,,,,,,,,,
TB-19mm TX,TX M05 B06 98 WH,Regular,,,,,,,,,,,,MTS,200.0,,-200.0,500.0,,,,,,,,,200.0,Forecast Bullseye,Dispatch 200 units (no committed demand). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 200 units.,Stock-Out Risk,Produced 0 units against committed 0 units. Closing -200 units. Green level 500 (-0.4x cover) — ⚠ Safety breach — replenish urgently.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,500.0,,,,,,5826.0,,200.0,,5826.0
TB-19mm TX,TX M06 B06 120.1-129.1 MTR,Regular,,,,,,,,402.0,250.0,250.0,402.0,MTO,,,402.0,,402.0,,,,,,402.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 402 units against committed 0 units. Red flag — produced 402 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
TB-19mm TX,TX M06 B06 132.8-141.8 MTR,Regular,,,,,,,,4150.0,4200.0,4200.0,4150.0,MTO,,,4150.0,,4150.0,,,,,,4150.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 4,150 units against committed 0 units. Red flag — produced 4,150 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
TB-19mm TX,TX M06 B06 45.2-51.6 MTR,Regular,,,,,,,,1300.0,1200.0,1200.0,1300.0,MTO,,,1300.0,,1300.0,,,,,,1300.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 1,300 units against committed 0 units. Red flag — produced 1,300 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
TB-19mm TX,TX M29 B06 24 GEX,Regular,,,,,,,,1800.0,1800.0,1800.0,1800.0,MTO,,,1800.0,,1800.0,,,,,,1800.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 1,800 units against committed 0 units. Red flag — produced 1,800 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
,VABM14B10150MAN,Regular,,,,,,,25.0,,,,25.0,TBC,,,25.0,,25.0,,,,,,,25.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,4150.0,,,,,,,,,,,
VWD Clamps,VWD M01 B03 115.82 MRY,Regular,,,,,,,,20.0,,,20.0,TBC,,,20.0,,20.0,,,,,,20.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 20 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
VWD Clamps,VWD M01 B03 81.03 MRY,Regular,,,,,,,,20.0,,,20.0,TBC,,,20.0,,20.0,,,,,,20.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 20 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
VWD Clamps,VWD M01 B03 86.36 MRY,Regular,,,,,,,,20.0,,,20.0,TBC,,,20.0,,20.0,,,,,,20.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 20 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
,WC M01 B01 J65A (CTWD),Regular,,,,,,,350.0,,,,350.0,TBC,,,350.0,,350.0,,,,,,,350.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,13195.0,,,,,,,,,,,
,WH M01 B03 22-32 JBM,Regular,,,,,,,727.0,,,,727.0,TBC,,,727.0,,727.0,,,,,,,727.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,225694.39,,,,,,,,,,,
HD SS WD 304 16,WH M01 B03 612 RCM,Regular,,,,,,,200.0,,,,200.0,MTO,,,200.0,,200.0,,,,,,,200.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,4365.42,,,,,,,,,,,
HDWD-16mm,WH M03 B03 156-232 RWC,Regular,,,,,,,,14000.0,14400.0,14400.0,14000.0,MTO,,,14000.0,,14000.0,,,,,,14000.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 14,000 units against committed 0 units. Red flag — produced 14,000 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
HDWD-16mm,WH M06 B03 512 (SAE 512),Regular,,,,,,,,3950.0,2512.0,2512.0,3950.0,MTO,,,3950.0,,3950.0,,,,,,3950.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 3,950 units against committed 0 units. Red flag — produced 3,950 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
HD SS WD 304 14,WHL M01 B02 20 AKG,Regular,2000.0,2000.0,,2000.0,,100%,50.0,,,,50.0,MTO,,0.0%,50.0,,50.0,2000.0,50.0,,,1950.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 2,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 2,000 units.",Production Shortfall,"Produced 0 units against committed 2,000 units. Shortfall of 1,950 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1950.0,,,,,,,,,,
HDWD-16mm,WHL M01 B03 412 SBS,Regular,,,,,,,,12882.0,,,12882.0,MTO,,,12882.0,,12882.0,,,,,,12882.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 12,882 units against committed 0 units. Red flag — produced 12,882 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
HDWD-16mm,WHL M01 B03 912 CAT,Regular,1600.0,1600.0,,1600.0,,100%,263.0,1730.0,,,1993.0,MTO,1685.0,105.3%,308.0,,308.0,,,,,,393.0,,85.0,On Target | Forecast Bullseye,"Dispatch 105% of committed (1,685 vs 1,600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 85 units.",Over-Production,"Produced 1,730 units against committed 1,600 units. Red flag — produced 393 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,17306.68,,1337.0,1337.0,,,,,4388.55,,85.0,,4388.55
HD SS WD 304 16,WHL M01 B03 J110A TC,Regular,800.0,800.0,,800.0,,100%,500.0,,,,500.0,MTO,,0.0%,500.0,,500.0,800.0,500.0,,,300.0,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 800 units.,Production Shortfall,Produced 0 units against committed 800 units. Shortfall of 300 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,300.0,,,,,,,,,,
HDWD-16mm,WHL M01 B03 J4 TC,Regular,2100.0,2100.0,,2100.0,,100%,571.0,,,,571.0,MTO,1000.0,47.6%,-429.0,,,1100.0,,,,1100.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 48% of committed (1,000 vs 2,100). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,100 units.",Production Shortfall,"Produced 0 units against committed 2,100 units. Shortfall of 1,529 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1529.0,,56793.0,,,,,,,,
HD SS WD 304 16,WHL M01 B03 J5X TC,Regular,,,,,,,675.0,,,,675.0,MTO,,,675.0,,675.0,,,,,,,675.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,11981.69,,,,,,,,,,,
HDWD-16mm,WHL M01 B03 J65A TC,Regular,1400.0,1400.0,,1400.0,,100%,103.0,,,,103.0,MTO,1000.0,71.4%,-897.0,,,400.0,,,,400.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 71% of committed (1,000 vs 1,400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 400 units.",Production Shortfall,"Produced 0 units against committed 1,400 units. Shortfall of 1,297 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1297.0,,20652.0,,,,,,,,
HDWD-16mm,WHL M01 B03 J75A TC,Regular,1600.0,1600.0,,1600.0,,100%,2111.0,,,,2111.0,MTO,500.0,31.2%,1611.0,,1611.0,1100.0,1100.0,,,,,511.0,,Short Delivery | Forecast Bullseye,"Dispatch 31% of committed (500 vs 1,600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,100 units.",Healthy Stock,"Produced 0 units against committed 1,600 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,8725.07,,,,56793.0,,,,,,,
HD SS WD 410 16,WHL M03 B03 362 SRB,Regular,,,,,,,6.0,,,,6.0,MTO,,,6.0,,6.0,,,,,,,6.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,108.2,,,,,,,,,,,
SS304-2,WL M01 B01 28 CM,Regular,,,,,,,4700.0,,,,4700.0,MTO,,,4700.0,,4700.0,,,,,,,4700.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,40648.84,,,,,,,,,,,
SS202-2,WL M04 B01 22A AL,Regular,,,,,,,32.0,,,,32.0,MTO,,,32.0,,32.0,,,,,,,32.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,1080.85,,,,,,,,,,,
SSWD-12mm liner,WL M04 B01 42 TTR,Regular,5200.0,5200.0,,5200.0,,100%,,,7000.0,,7000.0,MTO,1000.0,19.2%,6000.0,,6000.0,4200.0,4200.0,,,,,,,Short Delivery | Forecast Bullseye,"Dispatch 19% of committed (1,000 vs 5,200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 4,200 units.",Healthy Stock,"Produced 0 units against committed 5,200 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,5200.0,,,62496.0,,,,,,,
