Sales+Ops Demand Supply — Append1 (auto-computed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Group,Item Code,Product Class,Original Forecast,Ops+Sales-Reviewed Forecast Committed,Ops Adjustment (vs Forecast),Actual Sales Demand,"Additional Demand (Punched, Not Committed)",Forecast Accuracy %,Opening Inventory,Actual Production,Stock Adjustment (Added),Stock Adjustment (Deducted),Total Available Inventory,Type (MTS/MTO),Actual Dispatch,Dispatch %,Closing Inventory,Green Level,Free Inventory (Above Green Level),Uncovered Shortfall,Dispatch Gap (Shippable from Stock),Shortfall on Additional Demand (Excluded from Ops),Demand Reduction Adjustment (Sales Pullback),Production-Driven Shortfall,Production Surplus,Excess Opening Stock (Above Demand+Safety),Excess Dispatched,Sales Insight Tag,Sales Narrative,Operations Insight Tag,Operations Narrative,Ops Capacity Gap Narrative,Surplus Production (₹),Excess Opening Stock Value (₹),Build Required,Production Counted,Production-Driven Shortfall (₹),Dispatch Gap (Shippable from Stock) (₹),Shortfall on Additional Demand (₹),Demand Reduction Adjustment (₹),Excess Dispatch Value (₹),Excess Dispatched from Op Stock,Excess Dispatch from Surplus Production,Excess Dispatch from Op Stock Value (₹),Excess Dispatch from Surplus Production Value (₹)
SSWD-12mm,WP M01 B01 J45A WH,Regular,35000.0,35000.0,,35000.0,,100%,,73000.0,60000.0,60003.0,72997.0,MTS,60800.0,173.7%,12197.0,44400.0,,,,,,,,,25800.0,Over-Delivered | Forecast Bullseye,"Dispatch 174% of committed (60,800 vs 35,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 25,800 units.",Stock-Out Risk,"Produced 73,000 units against committed 35,000 units. Closing 12,197 units. Green level 44,400 (0.3x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,79400.0,73000.0,,,,,380550.0,,25800.0,,380550.0
SSWD-12mm,WP M01 B01 J4X (OEM),Regular,1000.0,1000.0,,1000.0,,100%,732.0,500.0,,200.0,1032.0,MTO,500.0,50.0%,532.0,,532.0,500.0,500.0,,,,232.0,,,Short Delivery | Forecast Bullseye,"Dispatch 50% of committed (500 vs 1,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 500 units.",Over-Production,"Produced 500 units against committed 1,000 units. Red flag — produced 232 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,2029.09,,268.0,268.0,,7375.0,,,,,,,
,WP M01 B01 J4X KION,Regular,,,,,,,50.0,,,,50.0,TBC,,,50.0,,50.0,,,,,,,50.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,1950.0,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J4X WH,Regular,20000.0,20000.0,,20000.0,,100%,,9850.0,17400.0,17200.0,10050.0,MTS,17200.0,86.0%,-7150.0,27000.0,,2800.0,,,,2800.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 86% of committed (17,200 vs 20,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 2,800 units.",Production Shortfall | Stock-Out Risk,"Produced 9,850 units against committed 20,000 units. Shortfall of 9,950 units — expedite production or procure. Closing -7,150 units. Green level 27,000 (-0.3x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,47000.0,9850.0,41300.0,,,,,,,,
SSWD-12mm,WP M01 B01 J5 OEM,Regular,800.0,800.0,,800.0,,100%,3324.0,,,,3324.0,MTO,1000.0,125.0%,2324.0,,2324.0,,,,,,,2524.0,200.0,Over-Delivered | Forecast Bullseye,"Dispatch 125% of committed (1,000 vs 800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 200 units.",Unsold MTO Stock,Produced 0 units against committed 800 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,25054.92,,,,,,,2950.0,200.0,,2950.0,
SSWD-12mm,WP M01 B01 J5 WH,Regular,,,,,,,,2050.0,3200.0,3200.0,2050.0,MTO,3200.0,,-1150.0,,,,,,,,2050.0,,3200.0,Forecast Bullseye,"Dispatch 3,200 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 3,200 units.",Over-Production,"Produced 2,050 units against committed 0 units. Red flag — produced 2,050 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,47200.0,,3200.0,,47200.0
SSWD-12mm,WP M01 B01 J575S,Regular,,,,,,,2627.0,50.0,,,2677.0,MTO,,,2677.0,,2677.0,,,,,,50.0,2627.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 50 units against committed 0 units. Red flag — produced 50 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,794.47,41741.69,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J575S WH,Regular,,,,,,,,800.0,2800.0,2800.0,800.0,MTS,2800.0,,-2000.0,3000.0,,,,,,,,,2800.0,Forecast Bullseye,"Dispatch 2,800 units (no committed demand). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 2,800 units.",Stock-Out Risk,"Produced 800 units against committed 0 units. Closing -2,000 units. Green level 3,000 (-0.7x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,3000.0,800.0,,,,,41300.0,,2800.0,,41300.0
SSWD-12mm,WP M01 B01 J575S WH1,Regular,19500.0,19500.0,,19500.0,,100%,,14000.0,13500.0,13500.0,14000.0,MTO,13500.0,69.2%,500.0,,500.0,6000.0,500.0,,,5500.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 69% of committed (13,500 vs 19,500). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 6,000 units.",Production Shortfall,"Produced 14,000 units against committed 19,500 units. Shortfall of 5,500 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,19500.0,14000.0,81125.0,7375.0,,,,,,,
SS304-2,WP M01 B01 J5X OEM,Regular,,,,,,,64.0,,,,64.0,MTO,,,64.0,,64.0,,,,,,,64.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,64.0,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J5X WH,Regular,,,,,,,,10350.0,9600.0,9600.0,10350.0,MTS,10000.0,,350.0,8133.33,,,,,,,2216.67,,10000.0,Forecast Bullseye,"Dispatch 10,000 units (no committed demand). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 10,000 units.",Stock-Out Risk | Production Surplus,"Produced 10,350 units against committed 0 units. Closing 350 units. Green level 8,133 (0.0x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,8133.33,8133.33,,,,,147500.0,,10000.0,,147500.0
,WP M01 B01 J5X YCA,Regular,,,,,,,4.0,,,,4.0,TBC,,,4.0,,4.0,,,,,,,4.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,41.03,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J6 (OEM),Regular,,,,,,,2184.0,,,2130.0,54.0,MTO,,,54.0,,54.0,,,,,,,2184.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,23482.04,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J6 FIT,Regular,,,,,,,8055.0,18450.0,,,26505.0,MTS,12000.0,,14505.0,10500.0,4005.0,,,,,,16005.0,,12000.0,Forecast Bullseye,"Dispatch 12,000 units (no committed demand). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 12,000 units.",Production Surplus,"Produced 18,450 units against committed 0 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,192356.73,,2445.0,2445.0,,,,,177000.0,8055.0,3945.0,118811.25,58188.75
SSWD-12mm,WP M01 B01 J6 WH,Regular,1800.0,1800.0,,1800.0,,100%,,22150.0,22530.0,20400.0,24280.0,MTO,20400.0,1133.3%,3880.0,,3880.0,,,,,,20350.0,,18600.0,Over-Delivered | Forecast Bullseye,"Dispatch 1133% of committed (20,400 vs 1,800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 18,600 units.",Over-Production,"Produced 22,150 units against committed 1,800 units. Red flag — produced 20,350 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1800.0,1800.0,,,,,274350.0,,18600.0,,274350.0
SSWD-12mm,WP M01 B01 J6 WH1,Regular,45200.0,45200.0,,45200.0,,100%,,30450.0,29600.0,29600.0,30450.0,MTO,29600.0,65.5%,850.0,,850.0,15600.0,850.0,,,14750.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 65% of committed (29,600 vs 45,200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 15,600 units.",Production Shortfall,"Produced 30,450 units against committed 45,200 units. Shortfall of 14,750 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,45200.0,30450.0,217562.5,12537.5,,,,,,,
SSWD-12mm,WP M01 B01 J65A (OEM),Regular,1300.0,1300.0,,1300.0,,100%,1208.0,3300.0,,,4508.0,MTO,3300.0,253.8%,1208.0,,1208.0,,,,,,3208.0,,2000.0,Over-Delivered | Forecast Bullseye,"Dispatch 254% of committed (3,300 vs 1,300). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 2,000 units.",Over-Production,"Produced 3,300 units against committed 1,300 units. Red flag — produced 3,208 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,23211.68,,92.0,92.0,,,,,29500.0,,2000.0,,29500.0
,WP M01 B01 J65A KION,Regular,,,,,,,450.0,,,,450.0,TBC,,,450.0,,450.0,,,,,,,450.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,2785.05,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J65A WH,Regular,5000.0,5000.0,,5000.0,,100%,,,4590.0,4590.0,,MTS,4800.0,96.0%,-4800.0,4320.0,,200.0,,,,200.0,,,,On Target | Forecast Bullseye,"Dispatch 96% of committed (4,800 vs 5,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 200 units.",Production Shortfall | Stock-Out Risk,"Produced 0 units against committed 5,000 units. Shortfall of 5,000 units — expedite production or procure. Closing -4,800 units. Green level 4,320 (-1.1x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,9320.0,,2950.0,,,,,,,,
SSWD-12mm,WP M01 B01 J6X WH,Regular,4000.0,4000.0,,4000.0,,100%,,6400.0,5600.0,5600.0,6400.0,MTS,5600.0,140.0%,800.0,1500.0,,,,,,,900.0,,1600.0,Over-Delivered | Forecast Bullseye,"Dispatch 140% of committed (5,600 vs 4,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,600 units.",Below Safety | Production Surplus,"Produced 6,400 units against committed 4,000 units. Closing 800 units. Green level 1,500 (0.5x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,5500.0,5500.0,,,,,23600.0,,1600.0,,23600.0
SSWD-12mm,WP M01 B01 J6X WH (50-160),Regular,800.0,800.0,,800.0,,100%,,800.0,,,800.0,MTO,,0.0%,800.0,,800.0,800.0,800.0,,,,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 800). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 800 units.,Healthy Stock,Produced 800 units against committed 800 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,800.0,800.0,,11800.0,,,,,,,
SS304-2,WP M01 B01 J7 (OEM),Regular,,,,,,,1096.0,,,,1096.0,MTO,,,1096.0,,1096.0,,,,,,,1096.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,14636.83,,,,,,,,,,,
SSWD-12mm,WP M01 B01 J7 RCM,Regular,6400.0,6400.0,,6400.0,,100%,,,,,,MTO,,0.0%,0.0,,,6400.0,,,,6400.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 6,400). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 6,400 units.",Production Shortfall,"Produced 0 units against committed 6,400 units. Shortfall of 6,400 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,6400.0,,94400.0,,,,,,,,
SSWD-12mm,WP M01 B01 J7 WH,Regular,500.0,500.0,,500.0,,100%,,,2400.0,2400.0,,MTS,2400.0,480.0%,-2400.0,3600.0,,,,,,,,,1900.0,Over-Delivered | Forecast Bullseye,"Dispatch 480% of committed (2,400 vs 500). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,900 units.",Production Shortfall | Stock-Out Risk,"Produced 0 units against committed 500 units. Shortfall of 500 units — expedite production or procure. Closing -2,400 units. Green level 3,600 (-0.7x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,4100.0,,,,,,28025.0,,1900.0,,28025.0
SSWD-12mm,WP M01 B01 J75A WH,Regular,7000.0,7000.0,,7000.0,,100%,,11850.0,8000.0,8000.0,11850.0,MTS,8000.0,114.3%,3850.0,3000.0,850.0,,,,,,1850.0,,1000.0,Over-Delivered | Forecast Bullseye,"Dispatch 114% of committed (8,000 vs 7,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,000 units.",Production Surplus,"Produced 11,850 units against committed 7,000 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,10000.0,10000.0,,,,,14750.0,,1000.0,,14750.0
SS304-2,WP M01 B01 J8 (50 - 203) OEM,Regular,,,,,,,7850.0,,,,7850.0,MTO,,,7850.0,,7850.0,,,,,,,7850.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,110870.97,,,,,,,,,,,
SS304-2,WP M01 B01 J8 OEM,Regular,,,,,,,22.0,,,,22.0,MTO,,,22.0,,22.0,,,,,,,22.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,362.48,,,,,,,,,,,
SSWD-12mm Jumbo,WP M01 B01 J8 WH,Regular,700.0,700.0,,700.0,,100%,,7450.0,5400.0,5400.0,7450.0,MTO,5400.0,771.4%,2050.0,,2050.0,,,,,,6750.0,,4700.0,Over-Delivered | Forecast Bullseye,"Dispatch 771% of committed (5,400 vs 700). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 4,700 units.",Over-Production,"Produced 7,450 units against committed 700 units. Red flag — produced 6,750 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,700.0,700.0,,,,,158014.0,,4700.0,,158014.0
SSWD-12mm Jumbo,WP M01 B01 J8 WH (50-203),Regular,900.0,900.0,,900.0,,100%,,900.0,,,900.0,MTO,,0.0%,900.0,,900.0,900.0,900.0,,,,,,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 900). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 900 units.,Healthy Stock,Produced 900 units against committed 900 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,900.0,900.0,,30258.0,,,,,,,
SS304-2,WP M01 B01 J85A MM,Regular,,,,,,,202.0,,,,202.0,MTO,,,202.0,,202.0,,,,,,,202.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,1820.38,,,,,,,,,,,
SS304-2,WP M01 B01 J9 OEM,Regular,,,,,,,467.0,,,,467.0,MTO,,,467.0,,467.0,,,,,,,467.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,7434.44,,,,,,,,,,,
SSWD-12mm Jumbo,WP M01 B01 J9 WH,Regular,600.0,600.0,,600.0,,100%,,3000.0,2100.0,2100.0,3000.0,MTO,2100.0,350.0%,900.0,,900.0,,,,,,2400.0,,1500.0,Over-Delivered | Forecast Bullseye,"Dispatch 350% of committed (2,100 vs 600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,500 units.",Over-Production,"Produced 3,000 units against committed 600 units. Red flag — produced 2,400 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,600.0,600.0,,,,,50430.0,,1500.0,,50430.0
SSWD-12mm,WP M01 B01 J95.5 MH,Regular,,,,,,,2589.0,2589.0,,,5178.0,MTO,,,5178.0,,5178.0,,,,,,2589.0,2589.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,"Produced 2,589 units against committed 0 units. Red flag — produced 2,589 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,6823.57,6823.57,,,,,,,,,,,
SS304-1(14mm),WP M01 B02 J11,Regular,,,,,,,400.0,,,,400.0,MTO,,,400.0,,400.0,,,,,,,400.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,26780.0,,,,,,,,,,,
SSWD-14mm,WP M01 B02 J150A,Regular,300.0,300.0,,300.0,,100%,56.0,,,,56.0,MTO,500.0,166.7%,-444.0,,,,,,,,,,200.0,Over-Delivered | Forecast Bullseye,Dispatch 167% of committed (500 vs 300). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 200 units.,Production Shortfall,Produced 0 units against committed 300 units. Shortfall of 244 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,244.0,,,,,,6166.0,,200.0,,6166.0
